100000 0.00782348
600000 0.0328484
1100000 0.0506348
1600000 0.07516
2100000 0.0982267
2600000 0.11932
3100000 0.144814
3600000 0.164247
4100000 0.195599
4600000 0.226139
5100000 0.235913
5600000 0.256819
6100000 0.356554
6600000 0.307022
7100000 0.325166
7600000 0.352375
8100000 0.368855
8600000 0.398419
9100000 0.416241
9600000 0.435626
10100000 0.464184
10600000 0.481124
11100000 0.519352
11600000 0.528353
12100000 0.559994
12600000 0.578498
13100000 0.593327
13600000 0.622422
14100000 0.640394
14600000 0.674972
15100000 0.689125
15600000 0.719497
16100000 0.74243
16600000 0.764472
17100000 0.785029
17600000 0.810086
18100000 0.826605
18600000 0.848898
19100000 0.876547
19600000 0.899895
